Record_ID,Date,Day,Area,Route,Transport_Mode,Hour,Minute,Time_Band,Passenger_Count,Delay_Minutes,Service_Frequency_Per_Hour,Distance_km,Occupancy_Rate,CO2_Reduction_kg,Satisfaction_Score
3138,2025-09-22,Monday,North,R051,Bus,9,15,Morning Peak,1774,9.9,7,23.3,0.78,212.9,69.8
3256,2025-09-22,Monday,Central,R054,Bus,10,0,Morning Peak,855,6.0,14,6.6,0.68,102.6,67.8
3027,2025-09-22,Monday,Central,R058,Cycling,10,30,Morning Peak,673,3.1,14,21.6,0.4,60.6,70.8
5191,2025-09-22,Monday,West,R072,Cycling,11,0,Midday,291,1.0,17,19.6,0.53,26.2,79.3
572,2025-09-22,Monday,Central,R080,Metro,14,15,Midday,808,1.7,18,7.0,0.77,129.3,82.2
5043,2025-09-22,Monday,West,R021,Bus,15,45,Midday,567,9.9,10,23.5,0.63,68.0,78.1
53,2025-09-22,Monday,Central,R048,Bus,16,15,Midday,768,10.0,10,18.6,0.66,92.2,62.2
3597,2025-09-22,Monday,North,R051,Metro,16,45,Midday,1228,6.2,9,15.1,0.86,196.5,76.9
2124,2025-09-22,Monday,South,R027,Cycling,22,15,Late Evening,248,0.0,15,11.4,0.4,22.3,89.1
4729,2025-09-22,Monday,South,R079,Metro,22,15,Late Evening,876,5.7,10,15.3,0.71,140.2,73.6
1017,2025-09-22,Monday,Central,R042,Bus,22,45,Late Evening,633,3.7,13,19.7,0.63,76.0,81.7
4055,2025-09-23,Tuesday,Central,R021,Cycling,5,0,Early Morning,416,0.0,18,9.4,0.3,37.4,80.1
3320,2025-09-23,Tuesday,South,R054,Rail,8,45,Morning Peak,2592,11.3,5,19.5,0.89,466.6,63.8
1244,2025-09-23,Tuesday,West,R050,Bus,10,15,Morning Peak,675,4.9,13,17.8,0.54,81.0,65.4
4319,2025-09-23,Tuesday,Central,R075,Bus,10,15,Morning Peak,682,5.7,11,7.9,0.64,81.8,73.9
4347,2025-09-23,Tuesday,Central,R025,Bus,10,45,Morning Peak,1228,4.9,9,12.2,0.72,147.4,76.8
1454,2025-09-23,Tuesday,North,R042,Bus,12,45,Midday,614,6.4,14,5.4,0.67,73.7,81.1
4359,2025-09-23,Tuesday,West,R035,Tram,14,30,Midday,406,4.4,12,9.1,0.59,56.8,86.0
5027,2025-09-23,Tuesday,North,R014,Metro,15,0,Midday,748,3.3,15,17.6,0.69,119.7,73.5
2392,2025-09-23,Tuesday,Central,R067,Metro,18,15,Evening Peak,2573,6.3,13,19.3,0.98,411.7,77.7
2588,2025-09-23,Tuesday,South,R043,Metro,18,15,Evening Peak,2384,6.2,8,6.0,0.98,381.4,69.7
1514,2025-09-23,Tuesday,Central,R052,Rail,19,30,Evening Peak,735,2.5,15,19.8,0.67,132.3,85.2
5743,2025-09-23,Tuesday,East,R004,Cycling,21,15,Late Evening,287,0.5,20,25.8,0.5,25.8,86.5
2433,2025-09-23,Tuesday,South,R057,Bus,21,30,Late Evening,466,5.8,13,16.5,0.65,55.9,75.3
5561,2025-09-23,Tuesday,North,R031,Rail,21,45,Late Evening,904,7.6,13,23.2,0.75,162.7,66.9
1979,2025-09-23,Tuesday,East,R032,Metro,22,45,Late Evening,760,4.6,13,13.4,0.68,121.6,73.4
3167,2025-09-24,Wednesday,Central,R064,Rail,6,15,Early Morning,533,5.7,16,13.8,0.64,95.9,67.8
5954,2025-09-24,Wednesday,Central,R027,Cycling,6,15,Early Morning,300,0.0,13,8.8,0.41,27.0,92.3
2436,2025-09-24,Wednesday,North,R048,Tram,7,45,Early Morning,968,3.4,15,13.5,0.51,135.5,80.0
1157,2025-09-24,Wednesday,South,R058,Rail,8,15,Morning Peak,812,6.9,13,26.2,0.81,146.2,82.7
3889,2025-09-24,Wednesday,South,R057,Bus,9,0,Morning Peak,1918,6.0,15,13.4,0.92,230.2,82.4
3270,2025-09-24,Wednesday,West,R046,Bus,9,30,Morning Peak,1185,10.0,6,19.1,0.72,142.2,59.0
254,2025-09-24,Wednesday,East,R060,Tram,10,45,Morning Peak,467,6.5,13,2.1,0.66,65.4,60.1
1036,2025-09-24,Wednesday,North,R073,Bus,11,30,Midday,801,4.8,8,1.9,0.59,96.1,73.1
4741,2025-09-24,Wednesday,West,R059,Bus,11,45,Midday,971,6.7,14,14.0,0.65,116.5,73.8
1588,2025-09-24,Wednesday,West,R079,Bus,12,0,Midday,1588,7.9,11,19.9,0.66,190.6,83.7
3487,2025-09-24,Wednesday,South,R065,Bus,12,30,Midday,704,5.6,18,24.3,0.63,84.5,74.2
1378,2025-09-24,Wednesday,East,R065,Bus,13,15,Midday,543,4.0,22,11.3,0.63,65.2,73.8
5939,2025-09-24,Wednesday,North,R055,Bus,14,30,Midday,942,8.5,8,27.0,0.7,113.0,69.8
2964,2025-09-24,Wednesday,Central,R062,Shared Mobility,15,45,Midday,213,3.0,14,21.4,0.38,10.6,80.3
5362,2025-09-24,Wednesday,West,R067,Metro,17,45,Evening Peak,3008,2.1,15,2.8,1.09,481.3,83.4
1807,2025-09-24,Wednesday,North,R015,Metro,19,15,Evening Peak,831,0.0,25,2.4,0.81,133.0,98.0
5523,2025-09-24,Wednesday,East,R077,Metro,20,0,Late Evening,994,1.3,17,3.4,0.83,159.0,82.1
2120,2025-09-24,Wednesday,Central,R004,Bus,20,45,Late Evening,828,8.8,11,16.8,0.71,99.4,62.3
729,2025-09-24,Wednesday,North,R079,Tram,23,15,Late Evening,414,7.7,14,22.8,0.6,58.0,61.1
2979,2025-09-25,Thursday,East,R048,Rail,6,30,Early Morning,767,7.8,14,17.5,0.74,138.1,66.3
4971,2025-09-25,Thursday,South,R047,Bus,7,15,Early Morning,866,7.7,9,14.1,0.71,103.9,73.9
1360,2025-09-25,Thursday,North,R006,Bus,8,15,Morning Peak,1216,12.4,7,8.4,0.71,145.9,68.7
114,2025-09-25,Thursday,Central,R071,Rail,10,0,Morning Peak,1053,5.9,14,21.3,0.78,189.5,63.8
4875,2025-09-25,Thursday,East,R063,Metro,11,0,Midday,1930,3.0,11,24.1,0.86,308.8,87.7
5199,2025-09-25,Thursday,West,R023,Shared Mobility,11,15,Midday,255,3.6,8,22.8,0.44,12.8,73.3
4913,2025-09-25,Thursday,East,R041,Rail,11,30,Midday,854,2.3,17,17.2,0.72,153.7,80.2
511,2025-09-25,Thursday,South,R015,Bus,11,45,Midday,815,4.3,15,8.1,0.59,97.8,85.4
3806,2025-09-25,Thursday,North,R058,Bus,12,15,Midday,1400,4.8,18,3.3,0.77,168.0,87.7
3283,2025-09-25,Thursday,West,R039,Metro,12,30,Midday,1372,1.8,13,9.8,0.89,219.5,74.0
553,2025-09-25,Thursday,North,R054,Bus,13,30,Midday,661,4.4,8,7.9,0.64,79.3,69.8
2622,2025-09-25,Thursday,West,R042,Bus,13,30,Midday,773,7.1,9,8.9,0.68,92.8,66.8
3222,2025-09-25,Thursday,West,R053,Rail,14,30,Midday,778,1.4,17,10.6,0.61,140.0,81.9
3338,2025-09-25,Thursday,North,R015,Bus,17,30,Evening Peak,885,9.8,10,4.1,0.7,106.2,64.5
1933,2025-09-25,Thursday,Central,R078,Shared Mobility,18,15,Evening Peak,427,0.5,13,5.1,0.39,21.4,81.3
773,2025-09-25,Thursday,North,R029,Bus,18,45,Evening Peak,1030,11.7,7,2.1,0.62,123.6,57.7
199,2025-09-25,Thursday,Central,R032,Metro,19,45,Evening Peak,863,3.0,10,5.3,0.8,138.1,75.6
1447,2025-09-25,Thursday,South,R078,Bus,20,0,Late Evening,821,10.4,10,3.3,0.69,98.5,68.6
2965,2025-09-25,Thursday,North,R028,Bus,21,15,Late Evening,662,9.2,10,24.8,0.68,79.4,60.7
5937,2025-09-25,Thursday,South,R056,Shared Mobility,21,30,Late Evening,315,2.1,16,1.6,0.47,15.8,75.5
3165,2025-09-25,Thursday,North,R072,Metro,21,45,Late Evening,1005,4.0,15,11.5,0.82,160.8,87.0
4777,2025-09-26,Friday,Central,R022,Metro,6,15,Early Morning,937,5.1,11,25.5,0.72,149.9,71.7
1499,2025-09-26,Friday,West,R015,Bus,8,15,Morning Peak,1136,7.4,14,1.6,0.7,136.3,84.2
4832,2025-09-26,Friday,Central,R005,Bus,9,0,Morning Peak,1337,8.8,8,20.8,0.72,160.4,58.9
4740,2025-09-26,Friday,Central,R076,Bus,9,15,Morning Peak,882,8.7,11,22.5,0.73,105.8,75.2
2594,2025-09-26,Friday,North,R045,Metro,11,0,Midday,1790,6.9,12,24.4,0.92,286.4,63.6
1581,2025-09-26,Friday,South,R050,Bus,11,30,Midday,782,6.9,10,16.4,0.71,93.8,79.9
4613,2025-09-26,Friday,Central,R066,Bus,12,30,Midday,675,7.1,15,6.7,0.65,81.0,73.3
5247,2025-09-26,Friday,Central,R039,Bus,13,0,Midday,1130,11.0,4,6.3,0.69,135.6,55.9
5967,2025-09-26,Friday,Central,R069,Tram,13,0,Midday,720,2.9,12,12.9,0.56,100.8,75.2
5150,2025-09-26,Friday,North,R064,Bus,13,15,Midday,1034,10.2,7,24.7,0.69,124.1,69.2
5166,2025-09-26,Friday,Central,R023,Shared Mobility,13,30,Midday,256,0.0,18,23.2,0.37,12.8,87.7
2644,2025-09-26,Friday,West,R001,Rail,13,45,Midday,810,12.5,11,23.2,0.72,145.8,60.2
3639,2025-09-26,Friday,North,R039,Metro,14,30,Midday,966,5.2,19,9.4,0.82,154.6,75.2
3008,2025-09-26,Friday,South,R044,Metro,14,45,Midday,1269,7.6,5,19.6,0.72,203.0,74.4
427,2025-09-26,Friday,Central,R070,Shared Mobility,16,0,Midday,621,7.3,12,4.0,0.46,31.0,72.0
5412,2025-09-26,Friday,North,R023,Tram,18,30,Evening Peak,1167,8.7,12,11.4,0.72,163.4,59.8
1641,2025-09-26,Friday,East,R012,Tram,20,15,Late Evening,395,5.5,9,13.3,0.59,55.3,73.3
2088,2025-09-26,Friday,Central,R025,Tram,20,45,Late Evening,471,7.7,11,16.3,0.58,65.9,67.8
2278,2025-09-26,Friday,West,R051,Bus,21,30,Late Evening,914,3.9,17,9.3,0.63,109.7,72.8
2842,2025-09-27,Saturday,East,R003,Shared Mobility,8,15,Morning Peak,633,10.0,10,2.0,0.47,31.6,59.6
4227,2025-09-27,Saturday,East,R011,Rail,8,45,Morning Peak,1432,4.9,19,25.7,0.73,257.8,80.8
74,2025-09-27,Saturday,Central,R043,Bus,9,15,Morning Peak,1368,8.7,9,15.3,0.73,164.2,65.5
2400,2025-09-27,Saturday,North,R011,Metro,10,0,Morning Peak,874,0.0,20,3.7,0.62,139.8,81.8
1039,2025-09-27,Saturday,North,R042,Metro,11,0,Midday,846,3.3,14,4.3,0.86,135.4,91.9
3115,2025-09-27,Saturday,Central,R057,Bus,11,15,Midday,905,7.3,13,3.4,0.74,108.6,72.9
5990,2025-09-27,Saturday,South,R079,Cycling,14,30,Midday,314,0.0,18,9.9,0.31,28.3,89.4
1460,2025-09-27,Saturday,Central,R008,Metro,14,45,Midday,1030,3.7,12,27.1,0.82,164.8,77.1
1707,2025-09-27,Saturday,North,R058,Tram,16,15,Midday,855,6.1,5,12.0,0.69,119.7,74.6
1976,2025-09-27,Saturday,South,R072,Bus,18,0,Evening Peak,706,8.4,9,5.3,0.6,84.7,66.1
5529,2025-09-27,Saturday,North,R071,Bus,19,15,Evening Peak,441,6.4,15,7.3,0.65,52.9,75.4
5619,2025-09-27,Saturday,South,R018,Rail,20,30,Late Evening,556,7.3,15,22.9,0.87,100.1,75.8
5083,2025-09-27,Saturday,Central,R033,Metro,22,30,Late Evening,755,0.5,18,10.1,0.72,120.8,88.1
2945,2025-09-27,Saturday,Central,R073,Bus,23,0,Late Evening,493,2.8,17,25.0,0.59,59.2,83.9
4988,2025-09-28,Sunday,West,R041,Bus,8,0,Morning Peak,816,8.2,13,2.0,0.71,97.9,72.4
5193,2025-09-28,Sunday,South,R064,Metro,8,30,Morning Peak,1305,3.6,14,17.2,0.73,208.8,77.2
409,2025-09-28,Sunday,North,R055,Tram,9,15,Morning Peak,749,7.7,11,3.7,0.67,104.9,77.4
1757,2025-09-28,Sunday,North,R025,Metro,9,15,Morning Peak,1280,4.3,15,3.3,0.78,204.8,77.9
5290,2025-09-28,Sunday,Central,R013,Bus,9,30,Morning Peak,850,5.0,7,27.7,0.65,102.0,80.5
5473,2025-09-28,Sunday,North,R071,Bus,9,45,Morning Peak,1200,10.0,14,13.2,0.71,144.0,50.5
4652,2025-09-28,Sunday,North,R026,Bus,10,0,Morning Peak,454,5.1,10,10.6,0.78,54.5,67.6
5049,2025-09-28,Sunday,North,R067,Metro,10,0,Morning Peak,1360,5.0,12,2.7,0.78,217.6,94.7
34,2025-09-28,Sunday,North,R034,Bus,10,45,Morning Peak,643,9.8,10,17.0,0.61,77.2,61.1
5503,2025-09-28,Sunday,East,R050,Tram,11,0,Midday,560,2.3,18,20.7,0.73,78.4,86.1
4395,2025-09-28,Sunday,East,R062,Metro,11,15,Midday,712,4.0,17,24.3,0.7,113.9,74.4
3,2025-09-28,Sunday,East,R031,Bus,13,0,Midday,364,5.4,15,23.5,0.61,43.7,67.8
2156,2025-09-28,Sunday,Central,R012,Cycling,13,45,Midday,399,2.4,20,8.1,0.41,35.9,83.0
1727,2025-09-28,Sunday,East,R045,Bus,14,15,Midday,1155,3.5,10,17.7,0.78,138.6,88.8
2140,2025-09-28,Sunday,South,R025,Metro,15,0,Midday,1662,4.4,15,2.3,0.84,265.9,81.9
4189,2025-09-28,Sunday,Central,R005,Bus,17,0,Evening Peak,1369,9.3,7,4.6,0.72,164.3,65.9
2205,2025-09-28,Sunday,North,R076,Tram,17,15,Evening Peak,563,5.0,11,20.9,0.53,78.8,83.5
4217,2025-09-28,Sunday,East,R024,Metro,18,30,Evening Peak,2051,4.9,15,25.2,0.92,328.2,76.8
3060,2025-09-28,Sunday,East,R060,Cycling,20,15,Late Evening,187,1.4,18,22.0,0.53,16.8,75.7
77,2025-09-28,Sunday,West,R009,Bus,22,15,Late Evening,758,4.0,18,4.1,0.69,91.0,65.5
2603,2025-09-28,Sunday,East,R063,Rail,22,30,Late Evening,464,7.7,8,25.1,0.65,83.5,76.1
4096,2025-09-28,Sunday,North,R061,Bus,22,45,Late Evening,602,8.1,12,25.1,0.59,72.2,83.8
5641,2025-09-29,Monday,West,R013,Metro,6,15,Early Morning,711,3.6,16,27.2,0.73,113.8,72.5
1511,2025-09-29,Monday,East,R066,Bus,8,0,Morning Peak,2445,9.1,10,24.4,0.86,293.4,68.7
3948,2025-09-29,Monday,North,R033,Metro,8,30,Morning Peak,1256,8.0,9,8.0,0.8,201.0,72.2
5154,2025-09-29,Monday,Central,R019,Bus,9,0,Morning Peak,1661,12.3,2,14.6,0.76,199.3,75.0
5575,2025-09-29,Monday,West,R073,Bus,9,15,Morning Peak,1286,6.1,11,26.4,0.72,154.3,64.2
685,2025-09-29,Monday,West,R008,Rail,10,45,Morning Peak,1077,5.1,10,26.3,0.81,193.9,76.2
3064,2025-09-29,Monday,North,R009,Bus,10,45,Morning Peak,828,6.0,17,23.0,0.63,99.4,80.3
4257,2025-09-29,Monday,Central,R038,Metro,11,0,Midday,1337,1.9,13,11.5,0.88,213.9,98.0
3819,2025-09-29,Monday,South,R017,Cycling,11,45,Midday,405,0.0,16,25.8,0.48,36.4,95.8
4159,2025-09-29,Monday,South,R075,Rail,22,0,Late Evening,389,5.7,5,9.5,0.56,70.0,80.6
2343,2025-09-29,Monday,North,R019,Bus,22,30,Late Evening,664,7.1,14,5.7,0.62,79.7,83.2
456,2025-09-29,Monday,North,R046,Rail,23,45,Late Evening,688,3.1,17,5.6,0.68,123.8,78.9
5138,2025-09-30,Tuesday,East,R039,Bus,6,30,Early Morning,695,6.3,11,2.7,0.63,83.4,79.2
5995,2025-09-30,Tuesday,East,R011,Tram,8,15,Morning Peak,639,8.2,9,23.9,0.56,89.5,66.1
368,2025-09-30,Tuesday,Central,R008,Tram,9,0,Morning Peak,892,6.6,9,9.0,0.53,124.9,74.0
4401,2025-09-30,Tuesday,North,R052,Shared Mobility,9,45,Morning Peak,377,3.2,15,13.4,0.48,18.8,82.4
4972,2025-09-30,Tuesday,South,R076,Rail,10,0,Morning Peak,883,5.3,14,10.6,0.74,158.9,70.9
5697,2025-09-30,Tuesday,Central,R047,Rail,10,0,Morning Peak,1062,3.6,15,17.3,0.83,191.2,81.0
5209,2025-09-30,Tuesday,West,R001,Rail,10,15,Morning Peak,669,6.2,11,18.6,0.62,120.4,71.8
1780,2025-09-30,Tuesday,Central,R013,Metro,10,30,Morning Peak,2174,2.8,14,6.6,0.88,347.8,79.8
3972,2025-09-30,Tuesday,South,R053,Metro,10,45,Morning Peak,1179,4.5,10,17.3,0.83,188.6,68.5
1016,2025-09-30,Tuesday,North,R073,Bus,12,15,Midday,886,6.1,10,23.9,0.72,106.3,73.1
2604,2025-09-30,Tuesday,Central,R013,Bus,12,15,Midday,699,8.9,8,5.1,0.63,83.9,59.1
5430,2025-09-30,Tuesday,South,R069,Bus,14,30,Midday,734,7.7,16,22.6,0.74,88.1,72.0
5231,2025-09-30,Tuesday,East,R049,Bus,14,45,Midday,1234,8.4,11,21.8,0.71,148.1,63.4
3055,2025-09-30,Tuesday,Central,R027,Tram,18,15,Evening Peak,895,4.4,15,26.7,0.66,125.3,76.1
2726,2025-09-30,Tuesday,North,R058,Cycling,19,15,Evening Peak,320,7.5,12,14.1,0.5,28.8,72.7
561,2025-09-30,Tuesday,Central,R015,Metro,19,30,Evening Peak,590,1.4,17,15.5,0.76,94.4,86.2
1472,2025-09-30,Tuesday,North,R016,Bus,19,30,Evening Peak,517,5.1,10,18.0,0.6,62.0,69.7
3464,2025-09-30,Tuesday,Central,R039,Metro,19,45,Evening Peak,1252,2.0,14,15.8,0.88,200.3,89.2
3727,2025-09-30,Tuesday,West,R054,Rail,19,45,Evening Peak,1844,8.6,12,7.1,0.91,331.9,71.4
4171,2025-09-30,Tuesday,North,R068,Tram,21,15,Late Evening,514,4.3,16,27.2,0.5,72.0,86.8
5396,2025-09-30,Tuesday,Central,R066,Bus,21,15,Late Evening,484,6.9,12,15.5,0.7,58.1,72.2
812,2025-09-30,Tuesday,West,R024,Bus,22,0,Late Evening,941,9.3,9,5.1,0.71,112.9,74.8
910,2025-09-30,Tuesday,North,R048,Shared Mobility,22,15,Late Evening,186,1.6,18,10.5,0.36,9.3,73.6
2454,2025-09-30,Tuesday,Central,R054,Bus,22,30,Late Evening,952,4.8,12,24.3,0.63,114.2,76.9
5854,2025-09-30,Tuesday,South,R061,Tram,22,30,Late Evening,642,7.2,4,25.5,0.53,89.9,72.2
4040,2025-10-01,Wednesday,Central,R031,Bus,7,15,Early Morning,908,6.7,14,9.0,0.61,109.0,77.2
1501,2025-10-01,Wednesday,Central,R061,Bus,10,15,Morning Peak,854,9.6,3,15.0,0.69,102.5,71.3
3769,2025-10-01,Wednesday,South,R059,Rail,11,0,Midday,523,3.9,14,13.5,0.62,94.1,98.0
48,2025-10-01,Wednesday,Central,R041,Cycling,12,0,Midday,357,4.1,14,21.3,0.5,32.1,72.7
901,2025-10-01,Wednesday,South,R035,Shared Mobility,12,15,Midday,251,2.3,16,14.0,0.31,12.6,82.5
3961,2025-10-01,Wednesday,North,R059,Rail,12,15,Midday,813,4.0,9,7.4,0.71,146.3,72.7
1796,2025-10-01,Wednesday,North,R031,Bus,16,30,Midday,1279,7.2,14,15.7,0.79,153.5,64.1
3429,2025-10-01,Wednesday,South,R058,Tram,18,0,Evening Peak,1133,6.9,14,20.0,0.7,158.6,66.5
3683,2025-10-01,Wednesday,North,R076,Bus,19,15,Evening Peak,684,5.6,9,10.0,0.71,82.1,77.2
1756,2025-10-01,Wednesday,Central,R020,Cycling,20,45,Late Evening,258,3.2,16,23.5,0.44,23.2,79.1
3387,2025-10-02,Thursday,North,R005,Bus,5,15,Early Morning,909,5.1,16,14.5,0.76,109.1,73.0
3133,2025-10-02,Thursday,South,R018,Metro,7,45,Early Morning,2311,3.0,15,4.6,0.92,369.8,85.3
985,2025-10-02,Thursday,Central,R046,Bus,8,30,Morning Peak,1629,8.6,12,18.9,0.75,195.5,69.7
5911,2025-10-02,Thursday,North,R041,Bus,9,0,Morning Peak,1303,8.4,8,11.0,0.8,156.4,72.2
630,2025-10-02,Thursday,North,R028,Metro,10,45,Morning Peak,1707,5.8,14,24.1,0.86,273.1,78.4
2160,2025-10-02,Thursday,South,R023,Bus,10,45,Morning Peak,461,7.8,9,22.0,0.61,55.3,74.5
2997,2025-10-02,Thursday,Central,R047,Shared Mobility,11,0,Midday,359,1.4,15,15.3,0.38,18.0,71.6
4432,2025-10-02,Thursday,North,R031,Rail,11,0,Midday,1586,8.0,10,15.6,0.84,285.5,79.9
435,2025-10-02,Thursday,West,R077,Metro,13,0,Midday,934,4.4,10,20.1,0.72,149.4,74.7
3473,2025-10-02,Thursday,North,R072,Metro,14,30,Midday,1197,4.0,12,25.4,0.78,191.5,79.0
3122,2025-10-02,Thursday,East,R076,Rail,15,15,Midday,875,7.1,9,24.6,0.6,157.5,75.8
3642,2025-10-02,Thursday,South,R043,Rail,16,0,Midday,1254,5.2,14,8.4,0.71,225.7,73.1
5627,2025-10-02,Thursday,North,R039,Bus,16,15,Midday,1193,7.8,13,24.4,0.68,143.2,85.8
5945,2025-10-02,Thursday,Central,R039,Shared Mobility,17,30,Evening Peak,373,4.6,14,1.6,0.35,18.7,54.7
5646,2025-10-02,Thursday,Central,R049,Shared Mobility,18,30,Evening Peak,376,0.0,18,26.5,0.4,18.8,80.0
1425,2025-10-02,Thursday,East,R048,Cycling,20,30,Late Evening,300,4.3,14,17.6,0.4,27.0,73.4
4862,2025-10-03,Friday,Central,R025,Metro,7,0,Early Morning,2002,5.7,11,10.0,0.9,320.3,66.0
4983,2025-10-03,Friday,West,R021,Metro,8,0,Morning Peak,2750,7.8,8,7.7,0.92,440.0,64.4
1985,2025-10-03,Friday,West,R010,Metro,8,15,Morning Peak,1629,0.7,17,24.4,0.86,260.6,93.0
5135,2025-10-03,Friday,North,R042,Bus,8,15,Morning Peak,934,7.7,10,24.7,0.68,112.1,79.7
2390,2025-10-03,Friday,South,R021,Metro,9,45,Morning Peak,1489,6.1,13,5.9,0.81,238.2,78.8
3199,2025-10-03,Friday,North,R061,Bus,10,45,Morning Peak,531,5.6,17,12.4,0.56,63.7,75.8
5906,2025-10-03,Friday,South,R029,Tram,11,30,Midday,540,6.3,13,14.3,0.57,75.6,76.5
3174,2025-10-03,Friday,North,R049,Rail,12,0,Midday,967,6.1,12,7.1,0.72,174.1,71.8
4820,2025-10-03,Friday,West,R056,Tram,14,0,Midday,887,4.3,10,24.3,0.59,124.2,83.9
2022,2025-10-03,Friday,East,R028,Metro,14,15,Midday,1358,0.0,20,7.1,0.87,217.3,87.7
4967,2025-10-03,Friday,West,R020,Metro,14,15,Midday,948,0.0,13,7.7,0.67,151.7,83.6
5774,2025-10-03,Friday,West,R062,Cycling,17,0,Evening Peak,773,2.2,14,18.8,0.47,69.6,79.7
4515,2025-10-04,Saturday,West,R010,Tram,7,0,Early Morning,513,6.8,15,20.3,0.59,71.8,67.9
319,2025-10-04,Saturday,North,R039,Rail,9,15,Morning Peak,724,10.2,11,26.0,0.66,130.3,70.5
3557,2025-10-04,Saturday,Central,R019,Tram,9,15,Morning Peak,788,10.3,10,3.6,0.67,110.3,59.7
4732,2025-10-04,Saturday,South,R040,Tram,9,15,Morning Peak,903,8.1,12,27.0,0.59,126.4,71.9
2933,2025-10-04,Saturday,North,R030,Rail,9,30,Morning Peak,785,10.5,9,19.2,0.74,141.3,83.1
842,2025-10-04,Saturday,Central,R023,Bus,11,0,Midday,669,5.4,8,6.4,0.69,80.3,72.3
2200,2025-10-04,Saturday,West,R056,Shared Mobility,11,0,Midday,217,3.5,8,26.1,0.39,10.9,86.0
3263,2025-10-04,Saturday,West,R001,Shared Mobility,11,30,Midday,297,2.6,11,23.0,0.33,14.8,78.6
3352,2025-10-04,Saturday,East,R014,Cycling,12,0,Midday,342,2.8,14,22.8,0.61,30.8,74.7
3920,2025-10-04,Saturday,West,R009,Cycling,12,0,Midday,227,1.1,15,21.5,0.54,20.4,67.0
301,2025-10-04,Saturday,Central,R014,Bus,12,45,Midday,406,5.7,14,26.5,0.58,48.7,91.6
5320,2025-10-04,Saturday,North,R079,Shared Mobility,14,0,Midday,270,3.6,18,1.8,0.39,13.5,84.9
2529,2025-10-04,Saturday,East,R042,Metro,15,45,Midday,918,4.1,17,4.3,0.71,146.9,77.2
2554,2025-10-04,Saturday,South,R076,Rail,18,15,Evening Peak,638,8.9,17,13.9,0.65,114.8,69.5
23,2025-10-04,Saturday,East,R044,Tram,20,30,Late Evening,449,6.8,11,13.0,0.62,62.9,66.0
1795,2025-10-04,Saturday,South,R007,Rail,21,0,Late Evening,585,3.9,15,13.0,0.62,105.3,96.0
2158,2025-10-04,Saturday,East,R029,Rail,21,0,Late Evening,451,7.4,12,15.0,0.63,81.2,70.1
4890,2025-10-04,Saturday,Central,R031,Rail,21,0,Late Evening,476,5.8,14,3.1,0.64,85.7,61.6
3039,2025-10-04,Saturday,North,R063,Shared Mobility,22,15,Late Evening,141,3.2,21,26.4,0.39,7.0,77.1
538,2025-10-04,Saturday,Central,R076,Cycling,22,30,Late Evening,285,0.5,15,8.7,0.38,25.6,90.5
945,2025-10-04,Saturday,Central,R027,Metro,23,0,Late Evening,819,1.2,22,4.8,0.85,131.0,87.0
2611,2025-10-05,Sunday,Central,R009,Metro,7,45,Early Morning,1537,2.7,19,21.0,0.78,245.9,85.5
460,2025-10-05,Sunday,West,R036,Bus,8,0,Morning Peak,985,9.1,12,13.0,0.75,118.2,67.1
1693,2025-10-05,Sunday,Central,R022,Rail,9,30,Morning Peak,1135,6.8,5,24.6,0.65,204.3,70.4
5867,2025-10-05,Sunday,South,R049,Rail,9,30,Morning Peak,855,10.6,4,5.8,0.71,153.9,67.5
3437,2025-10-05,Sunday,East,R023,Rail,10,0,Morning Peak,631,2.2,22,14.1,0.79,113.6,68.7
5379,2025-10-05,Sunday,North,R025,Rail,10,45,Morning Peak,633,6.9,12,7.7,0.64,113.9,84.4
4061,2025-10-05,Sunday,East,R027,Bus,12,15,Midday,528,4.5,17,6.2,0.58,63.4,78.7
3878,2025-10-05,Sunday,North,R036,Tram,12,45,Midday,424,0.3,18,5.4,0.39,59.4,89.0
4366,2025-10-05,Sunday,Central,R075,Rail,16,30,Midday,948,7.0,10,2.4,0.85,170.6,64.8
5044,2025-10-05,Sunday,West,R063,Bus,17,0,Evening Peak,760,9.9,12,17.7,0.62,91.2,56.8
1327,2025-10-05,Sunday,North,R006,Metro,18,30,Evening Peak,1795,4.1,16,4.4,0.86,287.2,95.4
2653,2025-10-05,Sunday,North,R070,Cycling,18,45,Evening Peak,486,4.3,16,25.3,0.51,43.7,89.0
4779,2025-10-05,Sunday,West,R023,Tram,20,45,Late Evening,310,5.5,11,13.5,0.57,43.4,87.6
5019,2025-10-05,Sunday,Central,R018,Shared Mobility,22,15,Late Evening,183,2.8,13,11.1,0.47,9.2,82.4
5671,2025-10-05,Sunday,North,R017,Metro,22,15,Late Evening,499,3.5,10,19.5,0.65,79.8,88.2
4009,2025-10-05,Sunday,South,R080,Rail,22,45,Late Evening,497,2.7,15,7.6,0.7,89.5,83.6
5981,2025-10-06,Monday,West,R024,Bus,6,30,Early Morning,830,5.5,18,14.3,0.62,99.6,74.6
2326,2025-10-06,Monday,South,R038,Bus,9,0,Morning Peak,1439,10.4,11,7.7,0.8,172.7,73.3
4111,2025-10-06,Monday,West,R048,Metro,9,15,Morning Peak,2171,5.5,9,20.0,0.96,347.4,68.0
4083,2025-10-06,Monday,East,R023,Bus,9,45,Morning Peak,1518,9.3,9,12.8,0.75,182.2,63.7
